,start,end,from_cty,to_cty,from_country,from_country_code,to_country,to_country_code,value,source,target,color,label,from_country_latlng,to_country_latlng,from_country_cca3,to_country_cca3
0,00:00,01:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,184.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
1,00:00,01:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,0.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
2,01:00,02:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,81.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
3,01:00,02:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,0.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
4,02:00,03:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,3.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
5,02:00,03:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,0.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
6,03:00,04:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,0.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
7,03:00,04:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,40.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
8,04:00,05:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,0.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
9,04:00,05:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,39.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
10,05:00,06:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,5.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
11,05:00,06:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,0.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
12,06:00,07:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,51.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
13,06:00,07:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,0.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
14,07:00,08:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,90.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
15,07:00,08:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,0.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
16,08:00,09:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,41.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
17,08:00,09:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,0.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
18,09:00,10:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,7.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
19,09:00,10:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,0.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
20,10:00,11:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,0.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
21,10:00,11:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,0.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
22,11:00,12:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,26.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
23,11:00,12:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,0.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
24,12:00,13:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,57.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
25,12:00,13:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,0.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
26,13:00,14:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,53.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
27,13:00,14:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,0.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
28,14:00,15:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,42.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
29,14:00,15:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,0.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
30,15:00,16:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,46.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
31,15:00,16:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,0.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
32,16:00,17:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,38.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
33,16:00,17:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,0.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
34,17:00,18:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,0.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
35,17:00,18:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,4.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
36,18:00,19:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,0.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
37,18:00,19:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,4.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
38,19:00,20:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,29.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
39,19:00,20:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,0.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
40,20:00,21:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,63.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
41,20:00,21:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,0.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
42,21:00,22:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,101.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
43,21:00,22:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,0.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
44,22:00,23:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,147.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
45,22:00,23:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,0.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
46,23:00,00:00,Greece (GR),Albania (AL),Greece ,GR,Albania ,AL,159.0,0,1,"rgba(127, 127, 127, 0.8)",,"[39, 22]","[41, 20]",GRC,ALB
47,23:00,00:00,Albania (AL),Greece (GR),Albania ,AL,Greece ,GR,0.0,1,0,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[39, 22]",ALB,GRC
48,00:00,01:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,32.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
49,00:00,01:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,0.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
50,01:00,02:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,41.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
51,01:00,02:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,0.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
52,02:00,03:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,54.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
53,02:00,03:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,0.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
54,03:00,04:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,69.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
55,03:00,04:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,0.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
56,04:00,05:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,73.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
57,04:00,05:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,0.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
58,05:00,06:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,89.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
59,05:00,06:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,0.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
60,06:00,07:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,111.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
61,06:00,07:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,0.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
62,07:00,08:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,87.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
63,07:00,08:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,0.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
64,08:00,09:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,2.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
65,08:00,09:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,0.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
66,09:00,10:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
67,09:00,10:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,21.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
68,10:00,11:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
69,10:00,11:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,54.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
70,11:00,12:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
71,11:00,12:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,93.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
72,12:00,13:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
73,12:00,13:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,86.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
74,13:00,14:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
75,13:00,14:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,79.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
76,14:00,15:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
77,14:00,15:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,81.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
78,15:00,16:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
79,15:00,16:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,75.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
80,16:00,17:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
81,16:00,17:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,117.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
82,17:00,18:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
83,17:00,18:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,134.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
84,18:00,19:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
85,18:00,19:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,127.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
86,19:00,20:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
87,19:00,20:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,111.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
88,20:00,21:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
89,20:00,21:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,92.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
90,21:00,22:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
91,21:00,22:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,44.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
92,22:00,23:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
93,22:00,23:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,44.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
94,23:00,00:00,Kosovo (XK),Albania (AL),Kosovo ,XK,Albania ,AL,0.0,2,1,"rgba(127, 127, 127, 0.8)",,"[42.666667, 21.166667]","[41, 20]",UNK,ALB
95,23:00,00:00,Albania (AL),Kosovo (XK),Albania ,AL,Kosovo ,XK,35.0,1,2,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.666667, 21.166667]",ALB,UNK
96,00:00,01:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,6.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
97,00:00,01:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
98,01:00,02:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,22.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
99,01:00,02:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
100,02:00,03:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,52.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
101,02:00,03:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
102,03:00,04:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,111.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
103,03:00,04:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
104,04:00,05:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,111.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
105,04:00,05:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
106,05:00,06:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,94.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
107,05:00,06:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
108,06:00,07:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,118.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
109,06:00,07:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
110,07:00,08:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,63.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
111,07:00,08:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
112,08:00,09:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,69.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
113,08:00,09:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
114,09:00,10:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,128.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
115,09:00,10:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
116,10:00,11:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,148.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
117,10:00,11:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
118,11:00,12:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,181.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
119,11:00,12:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
120,12:00,13:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,127.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
121,12:00,13:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
122,13:00,14:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,162.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
123,13:00,14:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
124,14:00,15:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,174.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
125,14:00,15:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
126,15:00,16:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,181.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
127,15:00,16:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
128,16:00,17:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,200.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
129,16:00,17:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
130,17:00,18:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,243.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
131,17:00,18:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
132,18:00,19:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,234.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
133,18:00,19:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
134,19:00,20:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,185.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
135,19:00,20:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
136,20:00,21:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,161.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
137,20:00,21:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
138,21:00,22:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,184.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
139,21:00,22:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
140,22:00,23:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,130.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
141,22:00,23:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
142,23:00,00:00,Montenegro (ME),Albania (AL),Montenegro ,ME,Albania ,AL,68.0,3,1,"rgba(127, 127, 127, 0.8)",,"[42.5, 19.3]","[41, 20]",MNE,ALB
