,start,end,from_cty,to_cty,from_country,from_country_code,to_country,to_country_code,value,source,target,color,label,from_country_latlng,to_country_latlng,from_country_cca3,to_country_cca3
143,23:00,00:00,Albania (AL),Montenegro (ME),Albania ,AL,Montenegro ,ME,0.0,1,3,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[42.5, 19.3]",ALB,MNE
144,00:00,01:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
145,00:00,01:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
146,01:00,02:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
147,01:00,02:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
148,02:00,03:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
149,02:00,03:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
150,03:00,04:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
151,03:00,04:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
152,04:00,05:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
153,04:00,05:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
154,05:00,06:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
155,05:00,06:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
156,06:00,07:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
157,06:00,07:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
158,07:00,08:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
159,07:00,08:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
160,08:00,09:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
161,08:00,09:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
162,09:00,10:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
163,09:00,10:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
164,10:00,11:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
165,10:00,11:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
166,11:00,12:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
167,11:00,12:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
168,12:00,13:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
169,12:00,13:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
170,13:00,14:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
171,13:00,14:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
172,14:00,15:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
173,14:00,15:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
174,15:00,16:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
175,15:00,16:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
176,16:00,17:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
177,16:00,17:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
178,17:00,18:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
179,17:00,18:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
180,18:00,19:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
181,18:00,19:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
182,19:00,20:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
183,19:00,20:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
184,20:00,21:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
185,20:00,21:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
186,21:00,22:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
187,21:00,22:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
188,22:00,23:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
189,22:00,23:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
190,23:00,00:00,Serbia (RS),Albania (AL),Serbia ,RS,Albania ,AL,,4,1,"rgba(127, 127, 127, 0.8)",,"[44, 21]","[41, 20]",SRB,ALB
191,23:00,00:00,Albania (AL),Serbia (RS),Albania ,AL,Serbia ,RS,,1,4,"rgba(127, 127, 127, 0.8)",,"[41, 20]","[44, 21]",ALB,SRB
192,00:00,01:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
193,00:00,01:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
194,01:00,02:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
195,01:00,02:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
196,02:00,03:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
197,02:00,03:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
198,03:00,04:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
199,03:00,04:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
200,04:00,05:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
201,04:00,05:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
202,05:00,06:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
203,05:00,06:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
204,06:00,07:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
205,06:00,07:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
206,07:00,08:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
207,07:00,08:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
208,08:00,09:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
209,08:00,09:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
210,09:00,10:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
211,09:00,10:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
212,10:00,11:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
213,10:00,11:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
214,11:00,12:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
215,11:00,12:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
216,12:00,13:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
217,12:00,13:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
218,13:00,14:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
219,13:00,14:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
220,14:00,15:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
221,14:00,15:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
222,15:00,16:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
223,15:00,16:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
224,16:00,17:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
225,16:00,17:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
226,17:00,18:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
227,17:00,18:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
228,18:00,19:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
229,18:00,19:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
230,19:00,20:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
231,19:00,20:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
232,20:00,21:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
233,20:00,21:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
234,21:00,22:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
235,21:00,22:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
236,22:00,23:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
237,22:00,23:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
238,23:00,00:00,Georgia (GE),Armenia (AM),Georgia ,GE,Armenia ,AM,0.0,5,6,"rgba(127, 127, 127, 0.8)",,"[42, 43.5]","[40, 45]",GEO,ARM
239,23:00,00:00,Armenia (AM),Georgia (GE),Armenia ,AM,Georgia ,GE,0.0,6,5,"rgba(127, 127, 127, 0.8)",,"[40, 45]","[42, 43.5]",ARM,GEO
240,00:00,01:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1924.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
241,00:00,01:00,Austria (AT),Czech Republic (CZ),Austria ,AT,Czech Republic ,CZ,0.0,8,7,"rgba(127, 127, 127, 0.8)",,"[47.33333333, 13.33333333]","[49.75, 15.5]",AUT,CZE
242,01:00,02:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1768.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
243,01:00,02:00,Austria (AT),Czech Republic (CZ),Austria ,AT,Czech Republic ,CZ,0.0,8,7,"rgba(127, 127, 127, 0.8)",,"[47.33333333, 13.33333333]","[49.75, 15.5]",AUT,CZE
244,02:00,03:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1522.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
245,02:00,03:00,Austria (AT),Czech Republic (CZ),Austria ,AT,Czech Republic ,CZ,0.0,8,7,"rgba(127, 127, 127, 0.8)",,"[47.33333333, 13.33333333]","[49.75, 15.5]",AUT,CZE
246,03:00,04:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1403.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
247,03:00,04:00,Austria (AT),Czech Republic (CZ),Austria ,AT,Czech Republic ,CZ,0.0,8,7,"rgba(127, 127, 127, 0.8)",,"[47.33333333, 13.33333333]","[49.75, 15.5]",AUT,CZE
248,04:00,05:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1391.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
249,04:00,05:00,Austria (AT),Czech Republic (CZ),Austria ,AT,Czech Republic ,CZ,0.0,8,7,"rgba(127, 127, 127, 0.8)",,"[47.33333333, 13.33333333]","[49.75, 15.5]",AUT,CZE
250,05:00,06:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1352.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
251,05:00,06:00,Austria (AT),Czech Republic (CZ),Austria ,AT,Czech Republic ,CZ,0.0,8,7,"rgba(127, 127, 127, 0.8)",,"[47.33333333, 13.33333333]","[49.75, 15.5]",AUT,CZE
252,06:00,07:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1380.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
253,06:00,07:00,Austria (AT),Czech Republic (CZ),Austria ,AT,Czech Republic ,CZ,0.0,8,7,"rgba(127, 127, 127, 0.8)",,"[47.33333333, 13.33333333]","[49.75, 15.5]",AUT,CZE
254,07:00,08:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1523.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
255,07:00,08:00,Austria (AT),Czech Republic (CZ),Austria ,AT,Czech Republic ,CZ,0.0,8,7,"rgba(127, 127, 127, 0.8)",,"[47.33333333, 13.33333333]","[49.75, 15.5]",AUT,CZE
256,08:00,09:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1668.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
257,08:00,09:00,Austria (AT),Czech Republic (CZ),Austria ,AT,Czech Republic ,CZ,0.0,8,7,"rgba(127, 127, 127, 0.8)",,"[47.33333333, 13.33333333]","[49.75, 15.5]",AUT,CZE
258,09:00,10:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1776.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
259,09:00,10:00,Austria (AT),Czech Republic (CZ),Austria ,AT,Czech Republic ,CZ,0.0,8,7,"rgba(127, 127, 127, 0.8)",,"[47.33333333, 13.33333333]","[49.75, 15.5]",AUT,CZE
260,10:00,11:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1878.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
261,10:00,11:00,Austria (AT),Czech Republic (CZ),Austria ,AT,Czech Republic ,CZ,0.0,8,7,"rgba(127, 127, 127, 0.8)",,"[47.33333333, 13.33333333]","[49.75, 15.5]",AUT,CZE
262,11:00,12:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1827.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
263,11:00,12:00,Austria (AT),Czech Republic (CZ),Austria ,AT,Czech Republic ,CZ,0.0,8,7,"rgba(127, 127, 127, 0.8)",,"[47.33333333, 13.33333333]","[49.75, 15.5]",AUT,CZE
264,12:00,13:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1847.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
265,12:00,13:00,Austria (AT),Czech Republic (CZ),Austria ,AT,Czech Republic ,CZ,0.0,8,7,"rgba(127, 127, 127, 0.8)",,"[47.33333333, 13.33333333]","[49.75, 15.5]",AUT,CZE
266,13:00,14:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1997.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
267,13:00,14:00,Austria (AT),Czech Republic (CZ),Austria ,AT,Czech Republic ,CZ,0.0,8,7,"rgba(127, 127, 127, 0.8)",,"[47.33333333, 13.33333333]","[49.75, 15.5]",AUT,CZE
268,14:00,15:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1979.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
269,14:00,15:00,Austria (AT),Czech Republic (CZ),Austria ,AT,Czech Republic ,CZ,0.0,8,7,"rgba(127, 127, 127, 0.8)",,"[47.33333333, 13.33333333]","[49.75, 15.5]",AUT,CZE
270,15:00,16:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1964.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
271,15:00,16:00,Austria (AT),Czech Republic (CZ),Austria ,AT,Czech Republic ,CZ,0.0,8,7,"rgba(127, 127, 127, 0.8)",,"[47.33333333, 13.33333333]","[49.75, 15.5]",AUT,CZE
272,16:00,17:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1997.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
273,16:00,17:00,Austria (AT),Czech Republic (CZ),Austria ,AT,Czech Republic ,CZ,0.0,8,7,"rgba(127, 127, 127, 0.8)",,"[47.33333333, 13.33333333]","[49.75, 15.5]",AUT,CZE
274,17:00,18:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1984.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
275,17:00,18:00,Austria (AT),Czech Republic (CZ),Austria ,AT,Czech Republic ,CZ,0.0,8,7,"rgba(127, 127, 127, 0.8)",,"[47.33333333, 13.33333333]","[49.75, 15.5]",AUT,CZE
276,18:00,19:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1932.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
277,18:00,19:00,Austria (AT),Czech Republic (CZ),Austria ,AT,Czech Republic ,CZ,0.0,8,7,"rgba(127, 127, 127, 0.8)",,"[47.33333333, 13.33333333]","[49.75, 15.5]",AUT,CZE
278,19:00,20:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1972.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
279,19:00,20:00,Austria (AT),Czech Republic (CZ),Austria ,AT,Czech Republic ,CZ,0.0,8,7,"rgba(127, 127, 127, 0.8)",,"[47.33333333, 13.33333333]","[49.75, 15.5]",AUT,CZE
280,20:00,21:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1907.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
281,20:00,21:00,Austria (AT),Czech Republic (CZ),Austria ,AT,Czech Republic ,CZ,0.0,8,7,"rgba(127, 127, 127, 0.8)",,"[47.33333333, 13.33333333]","[49.75, 15.5]",AUT,CZE
282,21:00,22:00,Czech Republic (CZ),Austria (AT),Czech Republic ,CZ,Austria ,AT,1807.0,7,8,"rgba(127, 127, 127, 0.8)",,"[49.75, 15.5]","[47.33333333, 13.33333333]",CZE,AUT
